clock,horizon_s,group,arm,objects,points,xy_epe_m,xyz_epe_m,predicted_speed_mps,all_support_fraction,quality_support_fraction
actual,1.0,moving,surface_quality_zero,135,12588,3.2854135533770026,3.294435634283668,0.7177952691364378,0.3662904024995464,0.30378698482237465
actual,1.0,moving,CV_surface_all_uncovered,135,12588,1.3539876901575367,1.3710847424470376,2.511179581859626,0.3662904024995464,0.30378698482237465
actual,1.0,moving,CV_surface_quality_uncovered,135,12588,1.3434209600066886,1.360112768758108,2.4202334279402105,0.3662904024995464,0.30378698482237465
actual,1.5,all,zero,358,38639,1.9247085686338619,1.9517254319590989,0.0,0.3535965977526268,0.2884655272143851
actual,1.5,all,D,358,38639,1.2217340252085351,1.246359612516375,0.7273285025661468,0.3535965977526268,0.2884655272143851
actual,1.5,all,CRN_CV,358,38639,0.8610464838904827,0.8920248706559023,0.8856734782363579,0.3535965977526268,0.2884655272143851
actual,1.5,all,CV_D_speed05,358,38639,0.7829409787032812,0.814040990980416,0.9552175928238377,0.3535965977526268,0.2884655272143851
actual,1.5,all,surface_all_zero,358,38639,2.6423898445268255,2.665700704262678,0.8530615506670192,0.3535965977526268,0.2884655272143851
actual,1.5,all,surface_quality_zero,358,38639,2.3753563092585743,2.400236649696702,0.5909085204286162,0.3535965977526268,0.2884655272143851
actual,1.5,all,CV_surface_all_uncovered,358,38639,1.0269700214169524,1.0561296137891525,1.0663755883794754,0.3535965977526268,0.2884655272143851
actual,1.5,all,CV_surface_quality_uncovered,358,38639,0.9497806013045847,0.9796234864470998,0.9842428568838374,0.3535965977526268,0.2884655272143851
